year,office,program,program_name
2018,4400,81,Venta de Productos y Servicios del FAE
2018,4400,82,Venta de Productos del Observatorio Ambiental
2018,4401,1,Dirección y Administración Institucional
2018,4600,1,Dirección y Administración Institucional
2018,4600,2,Apoyo a Instituciones Adscritas
2018,4600,3,Programa de Desarrollo Turístico de la Franja Costero-Marina
2018,4601,1,Dirección y Administración Institucional
2018,4601,2,Administración y  Mantenimiento de Turicentros y Parques
2018,4601,3,Infraestructura Turística
2018,4602,1,Desarrollo Turístico Nacional
2019,100,1,Dirección y Administración Institucional
2019,100,2,Legislación
2019,100,3,Infraestructura Física
2019,200,1,Dirección y Administración Institucional
2019,200,2,Control y Auditoría de la Gestión Pública
2019,300,1,Dirección y Administración Institucional
2019,300,2,"Organización, Capacitación, Actualización Electoral y Fortalecimiento Democrático"
2019,300,3,Apoyo a  Entidades Adscritas y a la Gestión Electoral
2019,301,1,Dirección y Administración Institucional
2019,301,2,Registro e Identificación de las  Personas Naturales
2019,400,1,Servicio Civil
2019,500,1,Dirección y Administración Institucional
2019,500,2,"Secretaría de Participación Ciudadana, Transparencia y Anticorrupción"
2019,500,3,Secretaría de Gobernabilidad
2019,500,4,Secretaría de Inclusión Social
2019,500,5,Secretaría  Técnica y de Planificación de la Presidencia
2019,500,6,Apoyo a la Política Nacional de la Juventud
2019,500,7,Secretaría de Comunicaciones
2019,500,8,Apoyo a Instituciones Adscritas
2019,500,9,Apoyo a Otras Entidades
2019,500,10,Inteligencia del Estado
2019,500,11,Plan Social SETEPLAN-FOCAP-PAPSES
2019,500,12,Plan Social SIS - FOCAP - PAPSES
2019,500,13,Fortalecimiento al Programa de Empleo y Empleabilidad Juvenil - FOCAP - PAPSES
2019,500,14,Apoyo al Programa de Empleo y Empleabilidad Joven
2019,501,1,Dirección y Administración Institucional
2019,501,2,Actividades Deportivas
2019,501,3,Infraestructura
2019,504,1,Dirección y Administración Institucional
2019,504,2,Gestión para el Desarrollo Integral de las Mujeres
2019,504,3,Programa Ciudad Mujer
2019,504,4,Programa Seguimiento a Sentencia Caso El Mozote
2019,504,5,Mejoramiento de la Capacidad Instalada
2019,507,1,Dirección y Administración Institucional
2019,507,2,Clima de Inversiones
2019,507,3,Capital Humano
2019,507,4,Infraestructura Logistica
2019,507,5,Seguimiento y Evaluación
2019,537,1,Dirección y Administración Institucional
2019,537,2,Gestión de Créditos
2019,537,3,Programas y Proyectos a Favor de la Mujer
2019,551,1,"Promoción de Exportaciones, Inversiones, Asocios Público Privados y Marca País"
2019,600,1,Dirección y Administración Institucional
2019,600,2,Gestión Operativa
2019,650,1,Dirección y Administración Institucional
2019,650,2,Gestión Operativa Institucional
2019,700,1,Dirección y Administración Institucional
2019,700,2,Administración del Presupuesto Público
2019,700,3,Servicios Tributarios Internos
2019,700,4,Administración de Aduanas
2019,700,5,Administración del Tesoro
2019,700,6,Contabilidad Gubernamental
2019,700,7,Apelaciones Tributarias y de Aduanas
2019,700,8,Infraestructura Física
2019,700,9,Financiamiento a Gobiernos Municipales
2019,700,10,Financiamiento al Fondo de Inversión Social para el Desarrollo Local
2019,700,11,Financiamiento al Programa de Rehabilitación de Lisiados
2019,700,12,Programa para la Rehabilitación del Sector Agropecuario
2019,700,13,Obligaciones Generales del Estado
2019,700,14,"Programa de Erradicación de la Pobreza, Prevención de la Violencia y Compensación a Víctimas del Conflicto Armado Interno"
2019,700,15,Financiamiento de Contrapartidas de Proyectos de Inversión
2019,700,16,Financiamiento al Fondo de Prevención y Mitigación de Desastres
2019,700,17,Financiamiento al Sistema de Pensiones y Fideicomiso de Obligaciones Previsionales
2019,700,18,Provisión para Transferir Recursos al Presupuesto Especial Extraordinario para el Evento Electoral
2019,700,19,Financiamiento al Fondo de Inversión Nacional en Electricidad y Telefonía
2019,700,20,Financiamiento al Fideicomiso de los XII Juegos Deportivos Centroamericanos
2019,700,21,Financiamiento a la Seguridad Ciudadana y Convivencia
2019,700,22,Servicio de la Deuda Pública Interna
2019,700,23,Servicio de la Deuda Pública Externa
2019,701,1,Dirección y Administración Institucional
2019,701,2,Transferencia de Utilidades
2019,701,3,"Comercialización, Comisiones y Premios"
2019,701,4,Adquisición de Productos de Loteria
2019,702,1,Dirección y Administración  Institucional
2019,702,2,Pago de Pensiones y Jubilaciones
2019,703,0,"Unidad Pres. N/A, Inst."
2019,800,1,Dirección y Administración Institucional
2019,800,2,"Servicio Diplomático, Consular y Salvadoreños en el Exterior"
2019,800,3,Administración de Política Internacional
2019,800,4,Administración de Cooperación para el Desarrollo
2019,800,5,Instituto de Formación Diplomática
2019,900,1,Dirección y Administración Institucional
2019,900,2,Gestión Operativa Institucional
2019,900,3,Apoyo a Otras Entidades
2019,900,4,Inversión Institucional
2019,902,1,Dirección y Administración Institucional
2019,902,2,Suministros y Comercialización
2019,902,3,Fondos en Administración
2019,902,4,Proyectos de Inversión
2019,1500,1,Dirección y Administración Institucional
2019,1500,2,Selección y Evaluación de Magistrados y Jueces
2019,1500,3,Escuela de Capacitación Judicial
2019,1600,1,Dirección y Administración Institucional
2019,1600,2,Asuntos Jurídicos
2019,1600,3,Administración de Justicia
2019,1600,4,Infraestructura Física
2019,1600,5,Medicina Legal
2019,1700,1,Dirección y Administración Institucional
2019,1700,2,Defensa de los Intereses de la Sociedad
2019,1700,3,Defensa de los Intereses del Estado
2019,1700,4,Centro de Intervención de las Telecomunicaciones
2019,1700,5,Igualdad Sustantiva y Vida Libre de Violencia para las Mujeres
2019,1700,6,Infraestructura Física
2019,1800,1,Dirección y Administración Institucional
2019,1800,2,"Asistencia Legal, Preventivo Psico-Social, Mediación y Conciliación"
2019,1800,3,Programa Ciudad Mujer
2019,1800,4,Modernización de la Infraestructura Tecnólogica
2019,1900,1,Dirección y Administración Institucional
2019,1900,2,"Defensa, Protección, Vigilancia y Educación de los Derechos Humanos"
2019,2300,1,Dirección y Administración Institucional
2019,2300,2,Prevención y Atención de Riesgos
2019,2300,3,Desarrollo Territorial
2019,2300,4,Gestión de Servicios
2019,2300,5,Consejo Nacional de Ordenamiento y Desarrollo Territorial
2019,2300,6,Transferencias a Otras Entidades
2019,2300,7,Infraestructura
2019,2303,1,Dirección y Administración Institucional
2019,2303,2,"Gestión Financiera, Capacitación y  Asistencia Técnica a  Municipalidades"
2019,2303,3,Servicio de la Deuda
2019,2400,1,Dirección y Administración Institucional
2019,2400,2,"Prevención, Participación y Reinserción Social"
2019,2400,3,Justicia e Iniciativas Legislativas
2019,2400,4,Registro y Control Migratorio
2019,2400,5,Seguridad Pública
2019,2400,6,Administración del Sistema Penitenciario
2019,2400,7,Inspectoría General de Seguridad Pública
2019,2400,8,Apoyo a Instituciones Adscritas y otras Entidades
2019,2400,9,Infraestructura Policial
2019,2400,10,Desarrollo del Modelo Penitenciario
2019,2400,11,Desarrollo de la Inversión
2019,2401,1,Dirección y Administración Institucional
2019,2401,2,Formación de Miembros para la Seguridad Pública
2019,2401,3,Infraestructura Física
2019,2402,1,Dirección y Administración Institucional
2019,2402,2,Apoyo Sectorial
2019,2403,1,Administración de Bienes de Origen o Destinación Ilícita
2019,3100,1,Dirección y Administración Institucional
2019,3100,2,Gestión Educativa
2019,3100,3,Desarrollo de la Ciencia y la Tecnología
2019,3100,4,Educación de la Primera Infancia
2019,3100,5,Educación Básica
2019,3100,6,Educación Media
2019,3100,7,Apoyo a Instituciones Adscritas y Otras Entidades
2019,3100,8,Programas y Proyectos de Inversión
2019,3100,9,Cumplimiento de la Sentencia de El Mozote y Lugares Aledaños
2019,3100,10,Consejo Nacional de Ciencia y Tecnología
2019,3100,11,Programas de Desarrollo y Protección Social
2019,3105,1,Dirección y Administración Institucional
2019,3105,2,Operaciones de Gestión de Prestaciones
2019,3105,3,Inversión Financiera
2019,3105,4,Inversión Real
2019,3106,1,Dirección y Administración Institucional
2019,3106,2,Atención Integral a la Niñez y Adolescencia
2019,3107,1,Dirección y Administración Institucional
2019,3107,2,Prestación de los Servicios Médico Hospitalarios
2019,3107,3,Inversión
2019,3107,4,Inversión Financiera
2019,3108,1,Dirección y Administración Institucional
2019,3108,2,Garantía y Protección Efectiva de los Derechos de la Niñez y de la Adolescencia
2019,3200,1,Dirección y Administración Institucional
2019,3200,2,Primer Nivel de Atención
2019,3200,3,Programa Ciudad Mujer
2019,3200,4,Programa Atención Integral al Veterano(a) de Guerra
2019,3200,5,Programa Territorios de Progreso
2019,3200,6,Apoyo a Instituciones Adscritas y Otras Entidades
2019,3200,7,Desarrollo de la Inversión
2019,3200,8,"Programa Integrado de Salud II, Préstamo BID No. 3608/OC-ES"
2019,3200,9,Iniciativa Salud Mesoamérica 2015 - El Salvador
2019,3201,1,Dirección y Administración Institucional
2019,3201,2,Servicios Integrales en Salud
2019,3202,1,Dirección y Administración Institucional
2019,3202,2,Servicios Integrales en Salud
2019,3203,1,Dirección y Administración Institucional
2019,3203,2,Servicios Integrales en Salud
2019,3204,1,Dirección y Administración Institucional
2019,3204,2,Servicios Integrales en Salud
2019,3205,1,Dirección y Administración Institucional
2019,3205,2,Servicios Integrales en Salud
2019,3206,1,Dirección y Administración Institucional
2019,3206,2,Servicios Integrales en Salud
2019,3207,1,Dirección y Administración Institucional
2019,3207,2,Servicios Integrales en Salud
2019,3208,1,Dirección y Administración Institucional
2019,3208,2,Servicios Integrales en Salud
2019,3209,1,Dirección y Administración Institucional
2019,3209,2,Servicios Integrales en Salud
2019,3210,1,Dirección y Administración Institucional
2019,3210,2,Servicios Integrales en Salud
2019,3211,1,Dirección y Administración Institucional
2019,3211,2,Servicios Integrales en Salud
2019,3212,1,Dirección y Administración Institucional
2019,3212,2,Servicios Integrales en Salud
2019,3213,1,Dirección y Administración Institucional
2019,3213,2,Servicios Integrales en Salud
2019,3214,1,Dirección y Administración Institucional
2019,3214,2,Servicios Integrales en Salud
2019,3215,1,Dirección y Administración Institucional
2019,3215,2,Servicios Integrales en Salud
2019,3216,1,Dirección y Administración Institucional
2019,3216,2,Servicios Integrales en Salud
2019,3217,1,Dirección y Administración Institucional
2019,3217,2,Servicios Integrales en Salud
2019,3218,1,Dirección y Administración Institucional
2019,3218,2,Servicios Integrales en Salud
2019,3219,1,Dirección y Administración Institucional
2019,3219,2,Servicios Integrales en Salud
2019,3220,1,Dirección y Administración Institucional
2019,3220,2,Servicios Integrales en Salud
2019,3221,1,Dirección y Administración Institucional
2019,3221,2,Servicios Integrales en Salud
2019,3222,1,Dirección y Administración Institucional
2019,3222,2,Servicios Integrales en Salud
2019,3223,1,Dirección y Administración Institucional
2019,3223,2,Servicios Integrales en Salud
2019,3224,1,Dirección y Administración Institucional
2019,3224,2,Servicios Integrales en Salud
2019,3225,1,Dirección y Administración Institucional
2019,3225,2,Servicios Integrales en Salud
2019,3226,1,Dirección y Administración Institucional
2019,3226,2,Servicios Integrales en Salud
2019,3227,1,Dirección y Administración Institucional
2019,3227,2,Servicios Integrales en Salud
2019,3228,1,Dirección y Administración Institucional
2019,3228,2,Servicios Integrales en Salud
2019,3229,1,Dirección y Administración Institucional
2019,3229,2,Servicios Integrales en Salud
2019,3230,1,Dirección y Administración Institucional
2019,3230,2,Servicios Integrales en Salud
2019,3231,1,Dirección y Administración Institucional
2019,3231,2,Vigilancia de los Servicios de Salud
2019,3232,1,Dirección y Administración Institucional
2019,3232,2,Servicios Integrales en Salud
2019,3233,1,Atención Integral al Anciano Indigente
2019,3234,1,Dirección y  Administración Institucional
2019,3234,2,Servicios de Primeros Auxilios de Salud
2019,3235,1,Dirección y Administración Institucional
2019,3235,2,Gestión de Programas Especiales e Integrales de Salud
2019,3236,1,Dirección y Administración Institucional
2019,3236,2,"Autorización, Registro y Control de Medicamentos"
2019,3300,1,Dirección y Administración Institucional
2019,3300,2,Servicios Laborales
2019,3300,3,Programa Ciudad Mujer
2019,3300,4,Apoyo a Instituciones Adscritas y Otras Entidades
2019,3300,5,"Programa Nacional de Empleo y Empleabilidad, Jóvenes con Todo"
2019,3300,6,Infraestructura Física
2019,3302,1,Dirección y Administración Institucional
2019,3302,2,Formación Profesional
2019,3302,3,Investigación y Estudios
2019,3302,4,Información y Comunicación Institucional
2019,3302,5,Evaluación y Control
2019,3302,6,Programa Ciudad Mujer
2019,3303,1,Dirección y Administración Institucional
2019,3303,2,Coordinación y Administración Región Occidental
2019,3303,3,Coordinación y Administración Región Oriental
2019,3303,4,Atención Ambulatoria de Salud
2019,3303,5,Atención Hospitalaria de Salud
2019,3303,6,Atención Hospitalaria Policlínico Roma
2019,3303,7,Atención Hospitalaria Amatepec
2019,3303,8,Atención Hospitalaria Médico Quirúrgico y Oncológico
2019,3303,9,Atención Hospitalaria Materno Infantil 1º de Mayo
2019,3303,10,Atención Hospitalaria General
2019,3303,11,Prestaciones Económicas
2019,3303,12,Preinversión
2019,3303,13,Desarrollo de la Infraestructura
2019,3303,14,Inversión Financiera
2019,3303,15,Unidad de Pensiones
2019,3304,1,Dirección y Administración
2019,3304,2,Rehabilitación a Beneficiarios
2019,3304,3,Gestión de Créditos
2019,3500,1,Dirección y Administración Institucional
2019,3500,2,Fomento y Conservación de la Cultura y el Arte
2019,3500,3,"Apoyo a Casas de Cultura, ONGs y Otras Entidades"
2019,3500,4,Inversión Física
2019,4100,1,Dirección y Administración Institucional
2019,4100,2,Política Comercial y Administración de Tratados
2019,4100,3,"Comercio, Inversión y Productividad"
2019,4100,4,Hidrocarburos y Minas
2019,4100,5,Vigilancia de las Obligaciones Mercantiles
2019,4100,6,Estadística y Censos
2019,4100,7,Apoyo a Instituciones Adscritas
2019,4100,8,Apoyo a Otras Entidades
2019,4100,9,Programa de Corredores Productivos
2019,4101,1,Ferias y Exposiciones
2019,4103,1,Regulación y Vigilancia del Ejercicio de la Profesión de Contaduría
2019,4109,1,Regulación y Supervisión de Actividades de Electricidad y Telecomunicaciones
2019,4112,1,Dirección y Administración Institucional
2019,4112,2,Gestión Administrativa y Operativa de Puerto CORSAIN
2019,4114,1,Dirección y Administración Institucional
2019,4114,2,Servicios de Registro de la Propiedad Raíz e Hipotecas
2019,4114,3,Servicios del Registro de Comercio
2019,4114,4,"Servicios Cartográficos, Geográficos y Catastrales"
2019,4114,5,Modernización del Registro Inmobiliario y del Catastro
2019,4114,6,Servicios de la Deuda
2019,4114,7,Servicios de Registro de la Propiedad Intelectual
2019,4114,8,Servicios del Registro de Garantias Mobiliarias
2019,4116,1,Dirección y Administración Institucional
2019,4116,2,Servicios Técnicos y Legales
2019,4117,1,Eficiencia Económica de los Mercados
2019,4118,1,Dirección y Administración Institucional
2019,4118,2,Gestión Operativa Institucional
2019,4119,1,Política Energética Nacional
2019,4120,1,Dirección y Administración Institucional
2019,4120,2,Apoyo al Desarrollo del Sistema Nacional de Calidad
2019,4121,1,Fortalecimiento Cooperativo
