Institución,Tipo/Código del proceso,Nombre del proceso,Resultado,Monto,Fecha Resultado
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200051,"75 BASURERO PLASTICO, 970 BOLSAS DE BASURA, 1000 TRAPEADOR, 200 MANERALES TRAPEADORES, 40 CEPILLO DE MANO, 165 ESCOBAS, ETC.",Adjudicada,"$5,004.12",15/04/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200095,R1. LEJIA. ESPECIFICACIONES TECNICAS: BLANQUEADOR DESINFECTANTE ELIMAN BACTERIAS COMPONENETES DEFINIDOS POR LA OSHA HIPODRITO DE SODIO HIDROXIDO DE SODIO CARBONATO DE SODIO INGREDIENTES INERTES AGUA SALES DE SODIO RENGLON 2. JABON LIQUIDO ESPECIFICACIONES TECNICAS: PARA MANO EN PRESENTACION GALON,Adjudicada,$170.00,15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200258,BEBIDA-SALES DE HIDRATACION,Adjudicada,$544.96,15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200346,"MEDIDOR DE OXIGENO, OXIMETRO PORTATIL",Adjudicada,$597.35,15/04/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200048,1500 Papel higiénico doble hoja de 450 hojas 126 gramos individuales en fardos de 24 rollos. 3 entregas a solicitud del administrador de la orden de compra. etc.,Adjudicada,"$10,263.00",15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200345,TERMOMETRO DIGITAL OTICO,Adjudicada,$135.00,15/04/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200100,"ADQUISICION DE FILTROS DE: AIRE, DIESEL Y GASOLINA, PARA CAMION ISUZU",Adjudicada,$56.82,15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200347,SUMINISTRO DE ALIMENTOS,Adjudicada,$473.89,15/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200049,1500 Café para cafetera con empaque impermeable en bolsa de una libra y fardos de 10. Entregas a solicitud del administrador de la orden de compra.etc,Adjudicada,"$8,151.52",15/04/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200053,"115 BOTE DE DETERGENTE, 650 DESINFECTANTE, 100 JABON LIQUIDO, 600 LEJIAS, ETC.",Adjudicada,"$12,518.40",15/04/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200117,SERVICIOS DE LIMPIEZA,Adjudicada,"$3,300.00",15/04/2020
Instituto Salvadoreño del Seguro Social (ISSS),Libre gestión 20200086,"RENOVACIÓN DE LICENCIAMIENTO DE TSM, SOFTWARE PARA EJECUTAR BACKUPS DE BASES DE DATOS, SISTEMAS Y SERVICIOS INFORMÁTICOS DEL ISSS",Adjudicada,"$58,964.67",15/04/2020
Ministerio de Trabajo y Previsión Social (MTPS),Libre gestión 20200081,Publicación de un aviso de convocatoria para Licitación Abierta DR CAFTA MTPS 04-2020,Adjudicada,$211.88,15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200310,SERVICIO DE TELECOMUNICACIONES,Adjudicada,$239.54,15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200364,"MASCARILLA PROTECTORA, RESPIRADOR PLEGABLE N95",Adjudicada,$250.00,15/04/2020
Superintendencia de Competencia (SC),Libre gestión 20200062,"Se requiere: 120 Rollos de Papel toalla de 240 metros color blanco, 180 Rollos de Papel higiénico Jumbo roll doble hoja color blanco de 250 metros según cotización; y 24 Bolsas jabón en espuma de 1 litro para expendedor automático",Adjudicada,"$1,514.40",15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200203,"DESODORANTE PARA SERVICIO SANITARIO, DETERGENTE Y JABON PARA BAÑO",Adjudicada,$199.50,15/04/2020
Tribunal Supremo Electoral (TSE),Libre gestión 20200048,SERVICIO DE ALIMENTACION,Adjudicada,$70.20,15/04/2020
"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGIA (MINEDUCYT)",Libre gestión 20200016,"SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EQUIPOS DE AIRES ACONDICIONADOS CONACYT, AÑO 2020",Adjudicada,"$1,015.50",15/04/2020
Superintendencia de Competencia (SC),Libre gestión 20200061,"Incripción de la Licda. María Elena Bertrand y el Ing. Frank Villalta al Seminario ¿FIRMAS DIGITALES E INFRAESTRUCTURA DE LLAVE PÚBLICA¿ Expositor: Dra. María de Lourdes López García (México) Conferencista distinguido y especialista en criptografía y seguridad en sistemas de la información metrología y recuperación tridimensional, con una duración de 16 horas; segun cotización recibida.",Adjudicada,$396.00,15/04/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200095,MANGUERAS PARA MANTENIMIENTO COMPLEJO HABITACIONAL KUAUKALI.,Adjudicada,$126.00,15/04/2020
Superintendencia de Competencia (SC),Libre gestión 20200060,"Adquisición de boleto aereo San Salvador/San Jose/ San Salvador, para que la licenciada Narda del Rosario Rivera participe en el Intercambio de Experiencia y Conocimiento Técnico sobre Carteles, a realizarse del 31 de marzo al 3 de abril del año en curso.",Adjudicada,$575.00,15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200105,4 Trajes para aplicación de pesticidas,Adjudicada,$255.40,15/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200351,Servicios de telecomunicación,Adjudicada,$939.22,15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200350,Servicios de telecomunicaciones,Adjudicada,$938.25,15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200218,"6500 kilogramo mortero expansivo. Especificaciones: suministro y colocaci¿n de grout tipo epoxico en bloques de fundaci¿n del estator y cruceta inferior de los recintos de, 400 kilogramo mortero expansivo. Especificaciones: suministro y colocaci¿n de grout cementicio en rejillas de pasillo",Adjudicada,"$63,296.00",15/04/2020
"Hospital Nacional ""Santa Teresa"", Zacatecoluca, La Paz",Libre gestión 20200024,PRODUCTOS QUIMICOS DE UNIDAD DE MANTENIMIENTO,Adjudicada,"$6,378.40",15/04/2020
Policía Nacional Civil (PNC),Libre gestión 20200082,"20,001 Folder manila tamaño carta  7,142	Folder manila tamaño oficio 10	Plumones permanentes #90 en color rojo 10	Plumones permanentes #90 en color negro 12	Plumones permanentes #90 en color azul 52	Plumones tipo marcador #660 en color verde fluorecente 100	Perforadores metálicos de 2 orificios con capacidad para perforar minimo de 20 hojas 100	Cajas de fasteners metálicos de 8 cms 250	Cinta adhesiva de ¾¿, adhesivo base solvente de 18mm de 27 a 36 mts y/o yardas 200	Rollos de tirro de ¾¿ de 27 a 36 mts y/o yardas 	Fecha límite de Recepción de Oferta: 13 de abril 2020,",Adjudicada,"$1,452.80",15/04/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200059,SUMINISTRO DE BOMBA DE SUCCION DE AGUA CONDENSADA PARA AIRE ACONDICIONADO,Adjudicada,$210.00,15/04/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200190,COMPRA DE GAFAS DE SEGURIDAD PARA USO DE PERSONAL EN REPARACIONES DE APARTAMENTOS DE PROYECTO SANTA LUCÍA,Adjudicada,$15.00,15/04/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200189,COMPRA DE LAZOS PARA UTILIZAR EN VEHÍCULOS INSTITUCIONALES ES UN GASTO CONSIDERADO PRIORITARIO,Adjudicada,$12.00,15/04/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200188,COMPRA DE ANTEOJOS DE SEGURIDAD PARA USO DE MOTORISTAS Y CLÍNICA EMPRESARIAL.,Adjudicada,$30.00,15/04/2020
Instituto Salvadoreño para el Desarrollo de la Mujer (ISDEMU),Libre gestión 20200021,SUMINISTRO DE MEDICAMENTOS E INSUMOS MÉDICOS PARA EL INSTITUTO SALVADOREÑO PARA EL DESARROLLO DE LA MUJER 2020,Adjudicada,"$6,797.03",15/04/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200206,MANTENIMIENTO CORRECTIVO DE VEHICULO KIA SOUL 2016,Adjudicada,"$4,190.53",15/04/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200205,MANTENIMIENTO CORRECTIVO DE VEHICULO KIA SOUL 2010,Adjudicada,"$4,004.34",15/04/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200204,MANTENIMIENTO CORRECTIVO DE VEHICULO HONDA FIT 2010,Adjudicada,"$3,350.85",15/04/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200203,MANTENIMIENTO CORRECTIVO DE VEHICULO HYUNDAI ELANTRA 2009,Adjudicada,"$2,377.30",15/04/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200202,MANTENIMIENTO CORRECTIVO VEHICULO HYUNDAI ACCENT 2009,Adjudicada,"$3,459.19",15/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Municipalidad de Soyapango,Libre gestión 20200102,ABASTECIMIENTO DE EQUIPO DE DIAGNOSTICO Y PROTECCIÓN DEL PERSONAL,Adjudicada,"$3,379.50",15/04/2020
Superintendencia de Competencia (SC),Libre gestión 20200059,"Inscripción al Diplomado en Ley de Procedimientos Administrativos, para el licenciado Pedro Noubleau Orantes. 81 horas presenciales segun cotización recibida.",Adjudicada,$620.00,15/04/2020
Superintendencia de Competencia (SC),Libre gestión 20200058,"Mantenimiento preventivo y correctivo para vehículo institucional, marca Mitsubishi lancer, placa N-12987",Adjudicada,$835.09,15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200375,Termometros infrarrojos,Adjudicada,"$1,380.00",15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200098,Servicio de reparación y mantenimiento de equipo de bombeo (ver especificaciones en archivo adjunto),Adjudicada,"$19,455.21",15/04/2020
Superintendencia de Competencia (SC),Libre gestión 20200057,"Servicio de tres publicaciones en revista económica Forbes, a publicarse cada uno en los meses de abril, mayo y junio, segun requisición y cotización recibida.",Adjudicada,"$3,390.00",15/04/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200046,¿SUMINISTRO DE TERMOMETRO LASER Y GEL HIDROSOLUBRE¿,Adjudicada,"$2,250.00",15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200109,"UN MOUSE INALAMBRICO PUERTO USB, UN HUM 3.0 DE 4 PUERTOS O SUPERIOR, Y UN KIT DE LIMPIEZA PARA LAPTOP.",Adjudicada,$75.00,15/04/2020
Superintendencia de Competencia (SC),Libre gestión 20200056,"Se requiere suministro de servicio de mantenimiento preventivo y correctivo para el vehiculo institucional placas P910506 ,marca MITSUBISHI, motor: AX08194B12, segun las clausulas de mantenimiento No. 00272035, con una duración de 30,000 km o dentro de un periodo de 3 años.",Adjudicada,"$1,980.65",15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200094,"BIOFERTILIZANTES ORGANICOS HUMUS, Azospirillum, bocaxhi, extracto orgnico fitohormonas, gallinaza, glmus paca de sustrato",Adjudicada,"$1,128.00",15/04/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200051,SUMINISTRO DE MOTOR VENTILADOR PARA TURBINA,Adjudicada,$360.00,15/04/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200087,MASCARILLAS Y TERMOMETROS,Adjudicada,"$20,530.80",15/04/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200187,SERVICIO DE LAVADO Y PLANCHADO DE ROPA DE CLÍNICA EMPRESARIAL,Adjudicada,$28.00,15/04/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200064,UNIFORME PARA SALA DE OPERACIONES (VER DETALLE EN ARCHIVO ANEXO),Adjudicada,"$10,158.00",15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200107,"5 bolsa toalla industrial desechable de 34 x 38 pulg. de largo (paquete de 50 pzas). Especificaciones: modelo hp-157, para limpieza de hidrocarburos tales como aceite. dimensiones 34 pulg. x 38 pulg. bolsa de 50 unidades.",Adjudicada,"$2,013.00",15/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200126,"ADQUISICION DE 4,000 BOLSAS DE PAPEL KRAFT DE 50 LIBRAS COLOR BLANCO, 4,000 BOLSAS DE PAPEL KRAFT COLOR NATURAL (SE ADJUNTA REQUERIMIENTO Y ESPECIFICACIONES TÉCNICAS)",Adjudicada,"$9,840.00",15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200134,SERVICIO PARA MANEJO AGRONOMICO CONTROL DE PAJAROS SIEMBRA Y COSECHA Y POSTCOSECHA EN CULTIVO DE ARROZ,Adjudicada,"$1,400.00",15/04/2020
Ministerio de Gobernación (MIGOB),Libre gestión 20200034,SERVICIO DE TELEVISIÓN POR CABLE DIGITAL PARA LA DIRECCIÓN DE RECONSTRUCCIÓN DEL TEJIDO SOCIAL,Adjudicada,$526.32,15/04/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200167,ADQUISICIÓN DE 83 VALES DE SUPERMERCADO GIFT CARD PARA EL RECONOCIMIENTO AL DESEMPEÑO DE LOS EMPLEADOS DE FONAVIPO,Adjudicada,"$10,320.00",15/04/2020
Ministerio de Gobernación (MIGOB),Libre gestión 20200038,ADQUISICIÓN DE PIZARRAS PARA LA DIRECCIÓN DE PARTICIPACIÓN SOCIAL,Adjudicada,$803.45,15/04/2020
Ministerio de Gobernación (MIGOB),Libre gestión 20200061,SUMINISTRO DE CINTAS ADHESIVAS CON LEYENDA Y LOGOTIPO IMPRESO PARA LA DIRECCIÓN GENERAL DE CORREOS,Adjudicada,"$1,200.00",15/04/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200166,ADQUISICIÓN DE UN SERVIDOR PARA EL CENTRO DE DATOS,Adjudicada,"$5,508.12",15/04/2020
Fondo Nacional de Vivienda Popular (FONAVIPO),Libre gestión 20200159,"SUMINISTRO DE LLANTAS EN MEDIDAS 235/75R15, 245/70R16, 155/70R12",Adjudicada,"$1,224.50",15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200145,"40 rollo cinta tapagotera. Especificaciones: adhesivo resistente, con banda de asfalto aluminizado, con medidas de 10 cms. de ancho x 10 mts. de largo.",Adjudicada,"$2,979.90",15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200104,"40 unidad conector de plastico hembra para red. Especificaciones: conector cat. 5e, rj45, hembra, para cable utp.",Adjudicada,"$1,559.00",15/04/2020
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200053,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EQUIPOS DE VENTILADOR DE TRASPORTE,Adjudicada,"$1,939.32",15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200011,"12000 pieza bolsa plastica transparente. Especificaciones: de 14x 23, impresa de acuerdo al modelo 1 (imagen 16 x 12 cm, calibre 250 ggc), 5000 pieza bolsa plastica transparente. Especificaciones: de 25 x39, impresa de acuerdo al modelo 2 (imagen 16 x 12 cm, calibre 250 ggc) , 5000 pieza bolsa plastica transparente. Especificaciones: de 25 x39, impresa de acuerdo al modelo 3 (imagen 16 x 12 cm, calibre 250 ggc)",Adjudicada,"$6,011.81",15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200118,"REPARACIÓN DE UPS, MARCA MINUTEMAN, MODELO ENDEAVOR (SE ADJUNTA REQUERIMIENTO)",Adjudicada,$146.90,15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200116,MANTENIMIENTO MOTOR KIRLOSKAR DE PICADORA JF-60 MARCA BRAHMAN (SE ADJUNTA REQUERIMIENTO Y ESPECIFICACIONES TÉCNICAS),Adjudicada,"$1,235.00",15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200024,"1 camara . Especificaciones: c¿mara para video conferencia, conexi¿n usb e inalambrica.",Adjudicada,$597.22,15/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
"Hospital Nacional ""San Pedro"", Usulután",Libre gestión 20200050,SUMINISTRO E INSTALACION DE VALVULAS PARA CALDERA,Adjudicada,"$3,036.50",15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200120,"REPARACIÓN DE UPS, MARCA MINUTEMAN, MODELO ED3000, (SE ADJUNTA REQUERIMIENTO)",Adjudicada,$146.90,15/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200192,"3 pieza brocha de cerda de 3 pulg. de ancho. Especificaciones: brocha, 1 pieza rodillo para pintar con bandeja de plastico. Especificaciones: rodillo",Adjudicada,$650.35,15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200152,"100 cajas de mascarilla URGENTE desechables rectangular de 50 unidades, 100 cajas de guantes de examinacion latex de 100 unidadaes 50 cajas de 12 frascos de alcohol gel de 450 ml c/u",Adjudicada,"$7,735.00",15/04/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200201,Termómetro infrarrojo de no contacto,Adjudicada,$930.00,15/04/2020
Instituto Salvadoreño del Seguro Social (ISSS),Libre gestión 20200082,SUMINISTRO DE EQUIPO Y MOBILIARIO DIVERSO,Adjudicada,"$7,160.00",15/04/2020
Municipalidad de Izalco,Libre gestión 20200308,COMPRA DE MATERIALES QUE SERÁN UTILIZADOS EN 7 CALLE PONIENTE BARRIO SANTA CRUZ,Adjudicada,$660.00,15/04/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200189,ADQUISICION DE MATERIALES ELECTRICOS PARA AGENCIA SAN SALVADOR,Adjudicada,"$1,216.40",15/04/2020
Policía Nacional Civil (PNC),Libre gestión 20200086,500	GALONES DE ALCOHOL ETILICO DE 90 GRADOS 	Fecha límite de recepción de oferta: 13/04/2020,Adjudicada,"$1,996.50",15/04/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200188,SERVICIOS DE MANTENIMIENTO DE AIRES ACONDICIONADOS INSTALADOS EN DIFERENTES CENTROS DE SERVICIOS Y OFICINA CENTRAL.,Adjudicada,$516.13,15/04/2020
Instituto de Acceso a la Información Pública,Libre gestión 20200036,ADQUISICIÓN DE PÓLIZAS DE SEGUROS DE VIDA Y MÉDICO HOSPITALARIO PARA EL PERSONAL DEL IAIP,Adjudicada,"$63,075.17",15/04/2020
Municipalidad de Izalco,Libre gestión 20200309,COMPRA DE MATERIAL PETREO QUE SERA UTILIZADO EN COLONIA SANTA EMILIA,Adjudicada,"$1,157.50",15/04/2020
Fondo de Conservación Vial (FOVIAL),Libre gestión 20200067,SUMINISTRO DE MASCARILLAS SINTÉTICAS DESECHABLES,Adjudicada,$847.50,15/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200115,"1 barril de 30 galones de COLORANTE QUIMICO PARA COLORAR SEMILLA DE GRANOS BASICOS, COLOR ROJO ESCARLATA CADUCIDAD NO MENOR A 1 AÑO DESPUES DE SU RECEPCION",Adjudicada,"$4,520.54",15/04/2020
Municipalidad de Izalco,Libre gestión 20200312,COMPRA DE MATERIAL QUE SERA UTILIZADO EN MANTENIMIENTO DE VIAS URBANAS,Adjudicada,"$1,385.00",15/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200129,15 rollos alabmre galvanizado No 16 de 50 lbs cada rollo,Adjudicada,$512.50,15/04/2020
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",Libre gestión 20190289,SERVICIOS DE SEGURO CONTRA SINIESTROS PARA GARANTIZAR LA SEGURIDAD DE LAS EXISTENCIAS DE SUMINISTROS EN LAS BODEGAS DE SERVICIOS GENERALES,Adjudicada,$579.24,15/04/2020
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",Libre gestión 20190288,COMPRA DE SEGUROS DE DAÑOS DE VEHICULOS AUTOMOTORES,Adjudicada,"$15,053.24",15/04/2020
Centro Farmacéutico de la Fuerza Armada (CEFAFA),Libre gestión 20200078,"SUMINISTRO DE MATERIAL TEXTIL, FRAZADAS Y ALMOHADAS PARA EL COSAM, AÑO 2020",Adjudicada,"$11,485.00",14/04/2020
Centro Farmacéutico de la Fuerza Armada (CEFAFA),Libre gestión 20200077,"ADQUISICIÓN DE COLCHONETAS HOSPITALARIAS PARA EL COSAM, AÑO 2020",Adjudicada,"$2,850.00",14/04/2020
Centro Farmacéutico de la Fuerza Armada (CEFAFA),Libre gestión 20200076,"CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTO CORRECTIVO PARA EQUIPO MÉDICO DEL COSAM, AÑO 2020",Adjudicada,"$13,626.19",14/04/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200099,"COMPRA DE KIT DE HERRAJES Y CONTRATACION DE SERVICIO DE FABRICACION E INSTALACION DE PLATAFORMA PARA CARROZA FUNEBRE,",Adjudicada,"$5,689.55",14/04/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200098,"COMPRA DEFILTROS: DIESE,AIRE Y GASOLINA PARA VEHICULO",Adjudicada,$28.98,14/04/2020
Dirección Municipal para la Gestión Sustentable de Desechos Sólidos,Libre gestión 20200125,ELABORACIÓN DE CAMISETAS PARA SER ENTREGADAS AL PERSONAL EVENTUAL PARA LIMPIEZA A CONTRATAR POR LA EMERGENCIA DE LA PANDEMIA COVID-19,Adjudicada,"$2,800.00",14/04/2020
Policía Nacional Civil (PNC),Libre gestión 20200078,"920. COLCHONETAS, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS",Adjudicada,"$23,000.00",14/04/2020
Instituto Salvadoreño de Rehabilitación Integral (ISRI),Libre gestión 20200021,SERVICIO DE IMPRESIÓN Y PRODUCCIÓN DE FORMULARIOS (JUEGO DE COMPROBANTE DE RETENCIÓN IVA 1% Y JUEGO DE QUEDAN),Adjudicada,$403.80,14/04/2020
"Escuela Nacional de Agricultura ""Roberto Quiñónez"" (ENA)",Libre gestión 20200073,Servicio de reacondicionamiento de componentes de molino de martillo,Adjudicada,"$2,808.49",14/04/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200187,"Adquisición de 150 cajas de guantes de látex para abastecer clínica empresarial en Oficina Central y Centros de Servicio, para uso de personal del BFA",Adjudicada,$932.26,14/04/2020
