Institución,Código del proceso/Tipo,Nombre del proceso,Inscripción,Fecha de Convocatoria,Tipo Cotización
Ministerio de Relaciones Exteriores (RR.EE.),20200176  Libre gestión,"SERVICIO DE ALIMENTACIÓN, SEGÚN DETALLE EN ADJUNTO.",No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200598  Libre gestión,"SEGUNDA CONVOCATORIA de filtros de aceite, combustible, aire. filtro hidraulico etc,favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200597  Libre gestión,"SEGUNDA CONVOCATORIA de filtros de aceite, combustible, aire. filtro trampa de agua, power steering etc,favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200595  Libre gestión,"SEGUNDA CONVOCATORIA de filtros de aceite, combustible, aire,gasolina, para pick up y camion. favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,12/03/2020,Presencial
Corte de Cuentas de la República (CCR),20200058  Libre gestión,SERVICIO DE MANTENIMIENTO Y RECARGA DE EXTINTORES PARA LA CORTE DE CUENTAS DE LA REPUBLICA,No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200589  Libre gestión,"DELTAMETRINA FRASCOS X 1 LETRO, favor enviar ofertas al correo: asromero@sansalvador.go.sv, cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",No Vigente,12/03/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200073  Libre gestión,"SUMINISTRO DE MATERIALES PARA LA CONSTRUCCION DE CLINICA PSICOLOGICA, BODEGA DE ORDENANZAS Y REMODELACION DE BAÑOS PARA ATENCION DE USUARIOS EXTERNOS QUE VISITAN LA REGION OCCIDENTAL (SEGUNDO PROCESO).",No Vigente,12/03/2020,Presencial
"Hospital Nacional "" Francisco Menéndez"", Ahuachapán",20200016  Libre gestión,ADQUISICIÓN DE PRODUCTOS DE FERRETERIA,No Vigente,12/03/2020,Presencial
"Hospital Nacional de Sensuntepeque, Cabañas",20200034  Libre gestión,"SOLICITUD DE COMPRA No.32, PROCESO No.32, SUMINISTRO DE TELAS PARA EL PERSONAL DE ENFERMERÍA, SE ADJUNTAN ESPECIFICACIONES SOLICITADAS,MANIFESTAR POR ESCRITO EN LA COTIZACION QUE NO INCURREN EN LAS INCAPACIDADES O IMPEDIMENTOS ESTABLECIDOS EN LOS ARTICULOS 25, 26,158 y 159 DE LA LEY DE ADQUISICIONES Y CONTRATACIONES DE LA ADMINISTRACIÓN PÚBLICA (LACAP).",No Vigente,12/03/2020,Presencial
"Hospital Nacional ""Dr. Héctor Antonio Hernández Flores"", San Francisco Gotera, Morazán",20200016  Libre gestión,INSUMOS MEDICOS,No Vigente,12/03/2020,Presencial
Municipalidad de Mejicanos,20200108  Libre gestión,"Compra de 4- planetarios para K2700, (Coronas): para equipo N° 39, placas N° 5920. Kia de saneamiento ambiental.",No Vigente,12/03/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200417  Libre gestión,SERVICIO DE CONSULTORIA PARA ESTUDIO CORPORATIVO DE SALARIOS Y BENEFICIOS Y ACTUALIZACION DE ESCALA SALARIAL,No Vigente,12/03/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200341  Libre gestión,DETERGENTE EN POLVO DE 5 LIBRAS BLANQUEADOR LIQUIDO LEJIA AL 6% VER DOCUMENTO ADJUNTO,No Vigente,12/03/2020,Presencial
Lotería Nacional de Beneficencia (LNB),20200043  Libre gestión,LG No.77/2020PUBLICACION EN MEDIO ESCRITO DE AVISO DE RESULTADOS DE LICITACION,No Vigente,12/03/2020,Presencial
Ministerio de Justicia y Seguridad Pública,DR-CAFTA-LA-15/2020-MJSP  Licitación/Concurso,"""ADQUISICIÓN DE AGUA PURIFICADA PARA EL MINISTERIO DE JUSTICIA Y SEGURIDAD PÚBLICA Y SUS DEPENDENCIAS A NIVEL NACIONAL""",No Vigente,12/03/2020,Presencial
Defensoría del Consumidor,20200043  Libre gestión,180 FRASCOS DE ALCOHOL ETÍLICO 90% PARA MANOS DE 500 ML DISPENSADOR MARCA VENCIMIENTO TIEMPO DE ENTREGA FORMA DE PAGO CRÉDITO A 60 DÍAS COPIA DE NIT COPIA DE TARJETA DE IVA PRECIO UNITARIO CON IVA INCLUIDO MÁXIMO DOS DECIMALES MONTO TOTAL,No Vigente,12/03/2020,Presencial
"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",20200059  Libre gestión,ELABORACIÓN E INSTALACIÓN DE 4 PUERTAS DOBLE HOJAS PARA LA OFICINA DEPARTAMENTAL DE LA UNIÓN Y 1 PUERTA DE UNA SOLA HOJA PARA LA JUNTA DE LA CARRERA DOCENTE DE LA UNIÓN.,No Vigente,12/03/2020,Presencial
Municipalidad de Mejicanos,20200106  Libre gestión,"SSUMINISTRO DE MATERIALES PARA PROYECTO MEJORAMIENTO PARA AREA VERDE EN RESIDENCIAL LA REFORMA, ZONA CENTRO",No Vigente,12/03/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", Santa Ana",20200022  Libre gestión,"EQUIPO PARA AIRE ACONDICIONADO MINISPLIT, DE 18,000 BTU",No Vigente,12/03/2020,Presencial
Comisión Ejecutiva Portuaria Autónoma (CEPA),20200093  Libre gestión,TRACTOR JARDINERO CON CORTADOR DE GRAMA,No Vigente,12/03/2020,Presencial
Fondo Social para la Vivienda (FSV),20200111  Libre gestión,"SUMINISTRO DE CAMISETAS DE DIFERENTES TALLA EN COLOR AZUL NEGRO, ESTAMPADAS CON EL LOGO DEL FSV VER REQUERIMIENTO ANEXO",No Vigente,12/03/2020,Presencial
Instituto Salvadoreño para el Desarrollo Integral de la Niñez y la Adolescencia (ISNA),20200095  Libre gestión,3 RECARGAS DE TONERS A UACI,No Vigente,12/03/2020,Presencial
Centro Nacional de Registros (CNR),20200063  Libre gestión,"¿SERVICIO DE ALIMENTACIÓN PARA SESIONES DEL CONSEJO DIRECTIVO DEL CNR, AÑO 2020¿,",No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200609  Libre gestión,"Arrendamiento de plantas telefonicas (13 centrales) etc,favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200594  Libre gestión,"SEGUNDA CONVOCATORIA de filtros de aceite, combustible, aire,gasolina, diesel para pick up. favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200592  Libre gestión,"SEGUNDA CONVOCATORIA de filtros de aceite, combustible, aire,refrigerante etc. favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,12/03/2020,Presencial
Ministerio de Relaciones Exteriores (RR.EE.),20200163  Libre gestión,SERVICIO DE ALOJAMIENTO PARA INVITADOS ESPECIALES DEL MINISTERIO DE RELACIONES EXTERIORES,No Vigente,12/03/2020,Presencial
Ministerio de Economía (MINEC),20200099  Libre gestión,ARTICULOS DE FERRETERIA (VER SOLIC. DE COTIZ. CON DETALLE EN ARCHIVO ADJUNTO),No Vigente,12/03/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200352  Libre gestión,TUBOS CON HEPARINA SODICA CAPACIDAD 3-4 MILILITROS SE SOLICITA DE 4 MILILITROS,No Vigente,12/03/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200346  Libre gestión,LAMINAS OCTAGONAL PARA CAMARA REUSABLE CAJA DE 12 UNIDADES Y OTROS,No Vigente,12/03/2020,Presencial
Oficina de Planificación del área metropolitana de San Salvador (OPAMSS),20200056  Libre gestión,Adquisición de Materiales de Visibilidad para eventos de Socialización,No Vigente,12/03/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200419  Libre gestión,COMPRA DE SETENTA DISPENSADORES DE JABON LIQUIDO. PLAN DE CONTINGENCIA PARA PREVENSIÓN DE COVID-19.,No Vigente,12/03/2020,Presencial
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),20200134  Libre gestión,SERVICIO PARA MANEJO AGRONOMICO CONTROL DE PAJAROS SIEMBRA Y COSECHA Y POSTCOSECHA EN CULTIVO DE ARROZ,No Vigente,12/03/2020,Presencial
Ministerio de Cultura,20200032  Libre gestión,"SUPERVISIÓN EXTERNA DEL PROYECTO ""REMODELACIÓN DEL MUSEO, CONSTRUCCIÓN DE ÁREAS COMPLEMENTARIAS Y SENDEROS EN PARQUE ARQUEOLÓGICO JOYA DE CERÉN, MUNICIPIO DE SAN JUAN OPICO, DEPARTAMENTO DE LA LIBERTAD""",No Vigente,12/03/2020,Presencial
"Hospital Nacional ""Nuestra Señora de Fátima"", Cojutepeque, Cuscatlán",20200026  Libre gestión,"TRANSCEPTOR SFP 1,000 BASE-LX",No Vigente,12/03/2020,Presencial
Centro Farmacéutico de la Fuerza Armada (CEFAFA),20200065  Libre gestión,COMPRA DE POLIPROPILENO Y VENDAS DE YESO PARA FABRICACIÓN DE PRÓTESIS Y ORTESIS,No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200588  Libre gestión,"LAMPARAS DE 2X32 WHATTS DE SOBREPONER COMPLETA, favor enviar ofertas al correo: asromero@sansalvdor.gob.sv, cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",No Vigente,12/03/2020,Presencial
"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil, Mejicanos, San Salvador",20200101  Libre gestión,COMPRA DE MATERIAL DE OSTEOSINTESIS Y TRAUMATOLOGIA,No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200585  Libre gestión,"SOMBRILLAS, favor enviar ofertas al correo: asromero@sansalvador.gob.sv, Cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",No Vigente,12/03/2020,Presencial
Fondo Solidario para la Salud (FOSALUD),20200019  Libre gestión,"¿Contratación del Servicio de Monitoreo a través de Sistema de Posicionamiento Global, para la Flota Vehicular del FOSALUD 2020 Segundo proceso¿",No Vigente,12/03/2020,Presencial
Municipalidad de Tenancingo,20200010  Libre gestión,ADQUISICIÓN DE LLANTAS PARA VEHÍCULO NISSAN PLACAS 10957 PROPIEDAD DE LA MUNICIPALIDAD DE TENANCINGO,No Vigente,12/03/2020,Presencial
Municipalidad de Sonsonate,20200081  Libre gestión,SERVICIOS PROFESIONALES: FORMULACION DE CARPETA TECNICA,No Vigente,12/03/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200366  Libre gestión,CATETER INTRAVENOSO DE DOBLE LUMEN 4 FR DE 8 CMS. ROLLOS MIXTO DE PAPEL PARA ESTERILIZAR Y OTROS,No Vigente,12/03/2020,Presencial
"Escuela Nacional de Agricultura ""Roberto Quiñónez"" (ENA)",20200089  Libre gestión,Impresor Multifuncional,No Vigente,12/03/2020,Presencial
Ministerio de Economía (MINEC),20200096  Libre gestión,"200 SILLAS PLASTICAS CON BRAZOS, COLOR BLANCO. (VER SOLIC. DE COTIZ. CON ESPECIF. EN ARCHIVO ADJUNTO)",No Vigente,12/03/2020,Presencial
Municipalidad de Ilopango,20200185  Libre gestión,LIBRE GESTION LG-AMILOP-02/2020 DENOMINADO: COMPRA DE 4 BOMBAS TERMONEBULIZADORAS PARA LA MUNICIPALIDAD DE ILOPANGO,No Vigente,12/03/2020,Presencial
Procuraduría General de la República (PGR),20200036  Libre gestión,Mantenimiento preventivo y correctivo para 28 vehículos propiedad de la PGR,No Vigente,12/03/2020,Presencial
Municipalidad de El Congo,20200016  Libre gestión,"EJECUCION DEL PROYECTO: CONSTRUCCION DE CONCRETO HIDRAULICO DE PASAJE 2, 4 Y 5 EN LA COLONIA BOSQUES DE ANCAR, BARRIO SAN ANTONIO, MUNICIPIO DE EL CONGO, DEPARTAMENTO DE SANTA ANA",No Vigente,12/03/2020,Presencial
Municipalidad de Santa Ana,20200050  Libre gestión,COMPRA DE SUMINISTRO E INSTALACIÓN DE AIRE ACONDICIONADO PARA LA OFICINA DE CENTRO HISTÓRICO,No Vigente,12/03/2020,Presencial
Consejo Nacional de la Judicatura,LG-0315-2020  Libre gestión,COMPRA DE DISCOS DUROS Y BATERIAS PARA UPS PARA LA BODEGA DE BIENES DE CONSUMO MARZO 2020,No Vigente,12/03/2020,Electrónica
Ministerio de Turismo (MITUR),20200024  Libre gestión,Materiales de protección,No Vigente,12/03/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200364  Libre gestión,MATERIAL VISCOELASTICO PARA USO INTRAOCULAR EN JERINGA ESTERIL DESCARTABLE,No Vigente,12/03/2020,Presencial
Instituto Nacional de Pensiones de los Empleados Públicos (INPEP),20200069  Libre gestión,SERVICIO DE PUBLICACIÓN DE SUBASTA PUBLICA NO JUDICIAL DE INMUEBLES DEL INPEP.,No Vigente,12/03/2020,Presencial
Ministerio de Justicia y Seguridad Pública,20200144  Libre gestión,SERVICIO DE PUBLICACION DE AVISO DE VENTA REGISTRO RECEPCION Y APERTURA DE OFERTAS DE LICITACION ABIERTA DR-CAFTA-LA-07/2020-MJSP y LA-DR-CAFTA No. DR-CAFTA-LA-16/2020.,No Vigente,12/03/2020,Presencial
Municipalidad de Mejicanos,20200111  Libre gestión,"SUMINISTRO E INSTALACION DE BOMBA Y TODOS SUS ACCESORIOS PARA CISTERNA UBICADA EN LAS INSTALACIONES DE LA ALCALDÍA CENTRAL: LIMPIEZA Y SANITIZACIÓN DE CISTERNA, PREVIA VISITA PARA EL DIAGNOSTICO.",No Vigente,12/03/2020,Presencial
Municipalidad de Metapán,20200066  Libre gestión,REPUESTOS,No Vigente,12/03/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),LP-03/2020  Licitación/Concurso,"LP 03/2020: SERVICIOS DE CAPACITACIÓN PARA ATENDER DEMANDAS DE CAPACITACIÓN DE LAS EMPRESAS, EN EL MARCO DE LA FORMACIÓN CONTINUA, MEDIANTE LA MODALIDAD DE COMPRA DE HORAS DE CAPACITACIÓN PARA LA EJECUCIÓN DE CURSOS CERRADOS",No Vigente,12/03/2020,Presencial
Municipalidad de Suchitoto,20200058  Libre gestión,"ADQUISICION DE SUMINISTROS DE CONSTRUCCIÓN PARA LA EJECUCIÓN DEL PROYECTO: MEJORAMIENTO DE TRAMO DE EMPEDRADO FRAGUADO CINTEADO, AVENIDA SUR FINAL BARRIO SANTA LUCIA Y CALLE AL CAULOTE, SEGUNDA FASE, MUNICIPIO DE SUCHITOTO, DEPARTAMENTO DE CUSCATLAN",No Vigente,12/03/2020,Presencial
"Hospital Nacional ""Dr. Héctor Antonio Hernández Flores"", San Francisco Gotera, Morazán",20200019  Libre gestión,ANÁLISIS QUÍMICO Y MICROBIOLÓGICO DE AGUAS RESIDUALES,No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200587  Libre gestión,"UNIDAD, CINTA DE IMPRESION DE TARJETA DE PVC, MARCA POLAROID CON INV/N°.01-012-196-15, favor enviar ofertas al correo: asromero@sansalvador.gob.sv, cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",No Vigente,12/03/2020,Presencial
Instituto Salvadoreño de Desarrollo Municipal (ISDEM),20200018  Libre gestión,"Adquisición servicios de alimentación para las capacitaciones del Centro de Formación Municipal con sede en San Miguel, dirigidas a empleados/as y funcionarios/as Municipales, durante el año 2020.",No Vigente,12/03/2020,Presencial
Dirección Municipal para la Gestión Sustentable de Desechos Sólidos,20200070  Libre gestión,"SERVICIO DE MANTENIMIENTO PREVENTIVO DE 1,000 HORAS DE TRABAJO DE CAMIONES DE LA DMGSDS 2020",No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200580  Libre gestión,"ANCLAS DE EXPANSION DE 3/8, favor enviar ofertas al correo: asromero@sansalvador.gob.sv, cotizar con att. a Lic. Jose Armando Bruni, GERENTE DE UACI",No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200579  Libre gestión,"TECNODUCTO DE 1"", favor enviar ofertas al correo: asromero@sanslavdaor.gob.sv, cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",No Vigente,12/03/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200365  Libre gestión,GABACHAS HOSPITALARIAS MANGA LARGA CON PUÑO TALA L REUSABLE,No Vigente,12/03/2020,Presencial
Corte Suprema de Justicia (CSJ),20200091  Libre gestión,SUMINISTRO DE BOMBA DE 2 HP EN CENTRO JUDICIAL DE SAN VICENTE. Ver detalles en documento adjunto.,No Vigente,12/03/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200359  Libre gestión,CABLES INTERMEDIOS DE SATUROMETRO COMPATIBLE A MONITOR Y OTROS,No Vigente,12/03/2020,Presencial
Municipalidad de Ilopango,20200188  Libre gestión,LIBRE GESTION LG-AMILOP-06/2020 DENOMINADO: SERVICIO DE 20 RADIOS DE TELECOMUNICACION PARA EL PERSONAL DEL CUERPO DE AGENTES MUNICIPALES DE LA ALCALDIA MUNICIPAL DE ILOPANGO,No Vigente,12/03/2020,Presencial
Municipalidad de San Rafael Cedros,20200003  Libre gestión,ALCHOOL GEL,No Vigente,12/03/2020,Presencial
Ministerio de Justicia y Seguridad Pública,20200128  Libre gestión,"4495	RECARGAS DE GAS PROPANO	SUMINISTRO DE RECARGAS DE GAS DOMICILIAR: 2,736 RECARGAS DE GAS LICUADO DE 25 LB 1,535 RECARGAS DE GAS LICUADO DE 35 LB 224 RECARGAS DE GAS LICUADO DE 100 LB 1478	RECARGAS DE GAS PROPANO	SUMINISTRO DE RECARGAS DE GAS A GRANEL: GAS LICUADO A GRANEL. (CAMBIO DE RECARGA CADA 2 MESES)",No Vigente,12/03/2020,Presencial
Instituto Salvadoreño para el Desarrollo Integral de la Niñez y la Adolescencia (ISNA),20200080  Libre gestión,COMPRAS VARIAS POR EMERGENCIA,No Vigente,12/03/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200345  Libre gestión,TAKI FINGER LAMPARAS DE MANO BOLSAS DE JABON ESPUMOSO HOJAS DE IDENTIFICACION CAJA VIÑETAS ADHESIVAS SIN IMPRESION,No Vigente,12/03/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200343  Libre gestión,VEÑETAS CORTE DE CARTULONA A MEDIDAD DE VIÑETAS DE PACHAS,No Vigente,12/03/2020,Presencial
Municipalidad de Guazapa,20200011  Libre gestión,2 Sillas Secretariales ergonómicas,No Vigente,12/03/2020,Presencial
"Hospital Nacional de Nueva Concepción, Chalatenango",20200015  Libre gestión,SERVICIO DE PUBLICACIÓN DE AVISO DE RESULTADOS DE LA LP-01/2020 DEL HOSPITAL NACIONAL DE NUEVA CONCEPCIÓN.,No Vigente,12/03/2020,Presencial
Fondo Nacional de Vivienda Popular (FONAVIPO),20200156  Libre gestión,COMPRA DE ALIMENTOS PARA ATENDER REUNIÓN DE JUNTA DIRECTIVA A REALIZARSE EL DÍA 11/3/2020 (DESAYUNOS),No Vigente,12/03/2020,Presencial
Fondo Nacional de Vivienda Popular (FONAVIPO),20200155  Libre gestión,"COMPRA DE 6 AROMATIZANTE AMBIENTAL EN SPRAY, 6 SPRAY PARA MADERA, 4 PLATO DESECHABLE N°7 DE 25 UNIDADES, PARA SER UTILIZADAS EN REUNIONES DE PRESIDENCIA Y DIRECCIÓN EJECUTIVA, Y JUNTA DIRECTIVA",No Vigente,12/03/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),20200074  Libre gestión,SERVICIO DE CAMBIO DE TECHO PARA UNIDAD DE MEDICINA FÍSICA Y REHABILITACIÓN DEL ISSS.,No Vigente,12/03/2020,Presencial
Municipalidad de Metapán,LP-09/2020  Licitación/Concurso,COMPRA DE ABONO FERTILIZANTE,No Vigente,12/03/2020,Presencial
Ministerio de Hacienda (MHDA),20200169  Libre gestión,ADQUISICIÓN DE MASCARILLAS DESECHABLES PARA POLVO (SENCILLAS),No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200582  Libre gestión,"PLIEGOS DE OKYWOOD DE PINO DE 1/2"", favor enviar ofertas al correo: asromero@sansalvador.gob.sv. cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",No Vigente,12/03/2020,Presencial
Municipalidad de Armenia,LP-01/AMA/2020  Licitación/Concurso,"CONSTRUCCION DE MERCADO MUNICIPAL DEL MUNICIPIO DE ARMENIA, DEPTO DE SONSONATE",No Vigente,12/03/2020,Presencial
Ministerio de Hacienda (MHDA),20200167  Libre gestión,Adquisición de 3 sillas de ruedas para el Ministerio de Hacienda,No Vigente,12/03/2020,Presencial
Municipalidad de Ilopango,20200186  Libre gestión,LIBRE GESTION LG-AMILOP-03/2020 DENOMINADO: COMPRA DE MATERIALES DE OFICINA PARA LAS OFICINAS ADMINISTRATIVAS DE LA ALCALDIA MUNICIPAL DE ILOPANGO,No Vigente,12/03/2020,Presencial
Ministerio de Hacienda (MHDA),20200166  Libre gestión,ADQUISICIÓN DE ALCOHOL GEL,No Vigente,12/03/2020,Presencial
Municipalidad de Victoria,20200005  Libre gestión,"contratación de realizador para la construcción del proyecto: Abastecimiento de agua potable en Cantón la Uvilla Fase II, Municipio de Victoria, Departamento de Cabañas",No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200418  Libre gestión,"COTIZACIÓN DE ALQUILAR DE SISTEMA DE AUDIO, TARIMA Y BACKING PARA EVENTO A DESARROLLARSE EN SAN SALVADOR.",No Vigente,12/03/2020,Presencial
Municipalidad de El Congo,20200015  Libre gestión,"EJECUCION DEL PROYECTO: CONSTRUCCION DE CONCRETO HIDRAULICO EN CALLE LIBERTAD, COLONIA SANTA RITA, BARRIO EL TRANSITO, MUNICIPIO DE EL CONGO, DEPARTAMENTO DE SANTA ANA",No Vigente,12/03/2020,Presencial
"Hospital Nacional de Nueva Guadalupe, San Miguel",20200042  Libre gestión,ADQUISICIÓN DE REACTIVOS DE LABORATORIO,No Vigente,12/03/2020,Presencial
Instituto Salvadoreño de Bienestar Magisterial,20200028  Libre gestión,"SERVICIO DE ASESORAMIENTO TÉCNICO Y VERIFICACIÓN DEL PROYECTO DE MEJORAMIENTO DEL CENTRO RECREATIVO MAGISTERIAL DE METALIO, MUNICIPIO DE ACAJUTLA, SONSONATE (CÓDIGO SIIP 6672)",No Vigente,12/03/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),20200077  Libre gestión,"SUMINISTRO DE MATERIALES Y REPUESTOS DE FERRETERÍA PARTE I, PARA ALMACEN DE REPUESTOS DEL ISSS",No Vigente,12/03/2020,Presencial
Fondo para la Atención a las Victimas de Accidentes de Tránsito (FONAT),20200010  Libre gestión,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE ALCOTES Y PISTOLAS LASSER,No Vigente,12/03/2020,Presencial
Municipalidad de San Salvador,20200590  Libre gestión,"SEGUNDA CONVOCATORIA de filtros de aceite, combustible, aire e hidráulico, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,12/03/2020,Presencial
Centro Farmacéutico de la Fuerza Armada (CEFAFA),20200063  Libre gestión,Suministro de rollos de ticket 3 partes para abastecer sucursales de CEFAFA,No Vigente,12/03/2020,Presencial
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),20200135  Libre gestión,"Un Electrodo de vidrio para medidor de pH, con frasco de 60 ml de solución de relleno Ag/AgCl",No Vigente,12/03/2020,Presencial
